County Code, County Name, Precinct Code, Precinct Name, Polling Location, Polling Location Address,Overflow,
7,BEAUFORT,224,Hilton Head 12,The Seabrook,300 Woodhaven Dr Hilton Head Isl  SC 29928,,
7,BEAUFORT,225,Hilton Head 13,The Seabrook,300 Woodhaven Dr Hilton Head Isl  SC 29928,,
7,BEAUFORT,226,Hilton Head 14,Sea Pines Community Center,71 Lighthouse Rd Hilton Head Island  SC 29928,,
7,BEAUFORT,227,Hilton Head 15A,Sea Pines Community Center,71 Lighthouse Rd Hilton Head Island  SC 29928,,
7,BEAUFORT,228,Hilton Head 15B,Sea Pines Community Center,71 Lighthouse Rd Hilton Head Island  SC 29928,,
7,BEAUFORT,201,Hilton Head 1A,Hilton Head Presbyterian Church,235 William Hilton Pkwy Hilton Head Island  SC 29926,,
7,BEAUFORT,202,Hilton Head 1B,HH School For Creative Arts - Blue Bldg.,10 Wilborn Rd Hilton Head Isl  SC 29926,,
7,BEAUFORT,203,Hilton Head 2A,Hilton Head Library,11 Beach City Rd Hilton Head Isl  SC 29926,,
7,BEAUFORT,204,Hilton Head 2B,Hilton Head Library,11 Beach City Rd Hilton Head Isl  SC 29926,,
7,BEAUFORT,205,Hilton Head 2C,Indigo Hall Facility (Indigo Run),103 Berwick Dr Hilton Head Isl  SC 29926,,
7,BEAUFORT,206,Hilton Head 3,Hilton Head Library,11 Beach City Rd Hilton Head Isl  SC 29926,,
7,BEAUFORT,207,Hilton Head 4A,Plantation House,235 Seabrook Dr Hilton Head Isl  SC 29926,,
7,BEAUFORT,208,Hilton Head 4B,HH School For Creative Arts - Blue Bldg.,10 Wilborn Rd Hilton Head Isl  SC 29926,,
7,BEAUFORT,209,Hilton Head 4C,Plantation House,235 Seabrook Dr Hilton Head Isl  SC 29926,,
7,BEAUFORT,210,Hilton Head 4D,HH School For Creative Arts - Blue Bldg.,10 Wilborn Rd Hilton Head Isl  SC 29926,,
7,BEAUFORT,211,Hilton Head 5A,Plantation House,235 Seabrook Dr Hilton Head Isl  SC 29926,,
7,BEAUFORT,212,Hilton Head 5B,Plantation House,235 Seabrook Dr Hilton Head Isl  SC 29926,,
7,BEAUFORT,213,Hilton Head 5C,Hilton Head Presbyterian Church,235 William Hilton Pkwy Hilton Head Island  SC 29926,,
7,BEAUFORT,214,Hilton Head 6,Port Royal Beach House,45 S Port Royal Dr Hilton Head Island  SC 29928,,
7,BEAUFORT,216,Hilton Head 7A,Christ Lutheran Church,829 William Hilton Pkwy Hilton Head Isl  SC 29928,,
7,BEAUFORT,217,Hilton Head 7B,Arts Center of Coastal Carolina,14 Shelter Cove Ln Hilton Head Isl  SC 29928,,
7,BEAUFORT,219,Hilton Head 8,St. Luke's Church,50 Pope Ave Hilton Head Isl  SC 29928,,
7,BEAUFORT,220,Hilton Head 9A,TidePointe A Vi Community,700 Tidepointe Way Hilton Head Island  SC 29928,,
7,BEAUFORT,221,Hilton Head 9B,Christ Lutheran Church,829 William Hilton Pkwy Hilton Head Isl  SC 29928,,
7,BEAUFORT,130,Ladys Island 1A,Lady's Island Middle School,30 Cougar Dr Beaufort  SC 29907,,
7,BEAUFORT,131,Ladys Island 1B,Lady's Island Elementary School,73 Chowan Creek Bluff Rd Beaufort  SC 29907,,
7,BEAUFORT,132,Ladys Island 2A,Coosa Elementary School,45 Middle Rd Beaufort  SC 29907,,
7,BEAUFORT,133,Ladys Island 2B,David Smith Community Center,140 Coosaw River Dr Beaufort  SC 29907,,
7,BEAUFORT,186,Ladys Island 2C,David Smith Community Center,140 Coosaw River Dr Beaufort  SC 29907,,
7,BEAUFORT,134,Ladys Island 3A,Tidal Creek Fellowship,290 Brickyard Point Rd S Beaufort  SC 29907,,
7,BEAUFORT,135,Ladys Island 3B,Lady's Island Elementary School,73 Chowan Creek Bluff Rd Beaufort  SC 29907,,
7,BEAUFORT,187,Ladys Island 3C,Tidal Creek Fellowship,290 Brickyard Point Rd S Beaufort  SC 29907,,
7,BEAUFORT,308,Moss Creek,Moss Creek Bostwick Pavillion,341 Moss Creek Dr Bluffton  SC 29910,,
7,BEAUFORT,140,Mossy Oaks 1A,Cornerstone Christian Church,2301 First Blvd Beaufort  SC 29902,,
7,BEAUFORT,141,Mossy Oaks 1B,Beaufort Middle School,2501 Mossy Oaks Rd Beaufort  SC 29902,,
7,BEAUFORT,142,Mossy Oaks 2,Mossy Oaks Elementary School,2510 Mossy Oaks Rd Beaufort  SC 29902,,
7,BEAUFORT,320,New River,Mill Creek Amenity Center - Okatie Rm,140 Colvin Dr Bluffton  SC 29909,,
7,BEAUFORT,319,Palmetto Bluff,H. E. McCracken Middle School,250 He McCracken Cir Bluffton  SC 29910,,
7,BEAUFORT,150,Port Royal 1,Port Royal Town Hall,700 Paris Ave Port Royal  SC 29935,,
7,BEAUFORT,151,Port Royal 2,Port Royal Town Hall,700 Paris Ave Port Royal  SC 29935,,
7,BEAUFORT,316,Rose Hill,Bluffton Middle School,30 New Mustang Dr Bluffton  SC 29910,,
7,BEAUFORT,321,Sandy Pointe,H. E. McCracken Middle School,250 He McCracken Cir Bluffton  SC 29910,,
7,BEAUFORT,161,Seabrook 1,Beaufort County Public Works,120 Shanklin Rd Beaufort  SC 29906,,
7,BEAUFORT,162,Seabrook 2,Whale Branch Middle School,2009 Trask Pkwy Seabrook  SC 29940,,
7,BEAUFORT,163,Seabrook 3,Grays Hill Fire Department Station 82,14 Bruce K Smalls Dr Beaufort  SC 29906,,
7,BEAUFORT,170,Sheldon 1,Elijah Washington Medical Center,211 Paige Point Rd Sheldon  SC 29941,,
7,BEAUFORT,171,Sheldon 2,Booker T. Washington Community Center,182 Booker T Washington Cir Yemassee  SC 29945,,
7,BEAUFORT,180,St. Helena 1A,Saint Helena Library,6355 Jonathan Francis SR Rd Saint Helena Island  SC 29920,,
7,BEAUFORT,181,St. Helena 1B,Scott Community Center,242 Scott Hill Rd St Helena Isl  SC 29920,,
7,BEAUFORT,182,St. Helena 1C,Dataw Community Center,43 Marina Dr Saint Helena Island  SC 29920,,
7,BEAUFORT,183,St. Helena 2A,Saint Helena Elementary School,1025 Sea Island Pkwy St Helena Isl  SC 29920,,
7,BEAUFORT,184,St. Helena 2B,Gloria Potts Community Center,130 Seaside Rd St Helena Isl  SC 29920,,
7,BEAUFORT,185,St. Helena 2C,Fripp Island Community Center,205 Tarpon Blvd Fripp Island  SC 29920,,
7,BEAUFORT,360,Sun City 1,Pinckney Hall,114 Sun City Ln Bluffton  SC 29909,,
7,BEAUFORT,361,Sun City 2,Pinckney Hall,114 Sun City Ln Bluffton  SC 29909,,
7,BEAUFORT,362,Sun City 3,Magnolia Hall,118 Sun City Ln Bluffton  SC 29909,,
7,BEAUFORT,363,Sun City 4,Magnolia Hall,118 Sun City Ln Bluffton  SC 29909,,
7,BEAUFORT,364,Sun City 5,Magnolia Hall,118 Sun City Ln Bluffton  SC 29909,,
7,BEAUFORT,365,Sun City 6,Magnolia Hall,118 Sun City Ln Bluffton  SC 29909,,
7,BEAUFORT,366,Sun City 7,Pinckney Hall,114 Sun City Ln Bluffton  SC 29909,,
7,BEAUFORT,367,Sun City 8,Pinckney Hall,114 Sun City Ln Bluffton  SC 29909,,
8,BERKELEY,1,Alvin,Alvin Community Center,2191 Santee River Rd Saint Stephen  SC 29479,,
8,BERKELEY,999,Barrier Free,Voter Registration Office,1003 N US Highway 52 Moncks Corner  SC 29461,,
8,BERKELEY,2,Bethera,Macedonia #2 Fire Dept,3138 Witherbee Rd Bonneau  SC 29431,,
8,BERKELEY,54,Beverly Hill,Boulder Bluff Elem Sch,400 Judy Dr Goose Creek  SC 29445,,
8,BERKELEY,3,Bonneau,Bonneau Fire Dept,420 Municipal Ln Bonneau  SC 29431,,
8,BERKELEY,4,Bonneau Beach,Bonneau Civic Club,204 Butter Rd Bonneau  SC 29431,,
8,BERKELEY,87,Boulder Bluff,Boulder Bluff Elem Sch,400 Judy Dr Goose Creek  SC 29445,,
8,BERKELEY,88,Bushy Park,Pimlico Community Center,1603 Pimlico Blvd Moncks Corner  SC 29461,,
8,BERKELEY,7,Cainhoy,Cainhoy Elem School,2422 Cainhoy Rd Huger  SC 29450,,
8,BERKELEY,65,Cane Bay,Cane Bay Elem School,1247 Cane Bay Blvd Summerville  SC 29486,,
8,BERKELEY,89,Cane Bay East,Cane Bay Middle School,1175 Cane Bay Blvd Summerville  SC 29486,,
8,BERKELEY,90,Cane Bay North,Cane Bay Middle School,1175 Cane Bay Blvd Summerville  SC 29486,,
8,BERKELEY,91,Cane Bay South,Cane Bay High School,1624 State Rd Summerville  SC 29486,,
8,BERKELEY,8,Carnes Cross Road 1,Whitesville Rural Fire,368 Gants Rd Moncks Corner  SC 29461,,
8,BERKELEY,9,Carnes Cross Road 2,Net International Ministries,2308 N Main St Summerville  SC 29486,,
8,BERKELEY,5,Central,Metro North Church,109 Central Ave Goose Creek  SC 29445,,
8,BERKELEY,92,Cobblestone,Net International Ministries,2308 N Main St Summerville  SC 29486,,
8,BERKELEY,10,Cordesville,Cordesville Fire Dept,1931 Highway 402 Moncks Corner  SC 29461,,
8,BERKELEY,11,Cross,Cross Elem School,1325 Ranger Dr Cross  SC 29436,,
8,BERKELEY,85,Cypress,Freedom Church,1425 Cypress Gardens Rd Moncks Corner  SC 29461,,
8,BERKELEY,12,Daniel Island 1,Daniel Island Recreation Center,160 Fairbanks Dr Daniel Island  SC 29492,,
8,BERKELEY,13,Daniel Island 2,Daniel Island Recreation Center,160 Fairbanks Dr Daniel Island  SC 29492,,
8,BERKELEY,61,Daniel Island 3,Daniel Island Elem School,2365 Daniel Island Dr Charleston  SC 29492,,
8,BERKELEY,62,Daniel Island 4,Daniel Island Elem School,2365 Daniel Island Dr Charleston  SC 29492,,
8,BERKELEY,14,Devon Forest 1,Devon Forest Elem School,1127 Dorothy St Goose Creek  SC 29445,,
8,BERKELEY,15,Devon Forest 2,Devon Forest Elem School,1127 Dorothy St Goose Creek  SC 29445,,
8,BERKELEY,66,Discovery,Sangaree Middle School,1050 Discovery Dr Ladson  SC 29456,,
8,BERKELEY,16,Eadytown,Eadytown Fire Department,1241 Edgewater Rd Pineville  SC 29468,,
8,BERKELEY,93,Fifty-two,Freedom Church,1425 Cypress Gardens Rd Moncks Corner  SC 29461,,
8,BERKELEY,76,Foster Creek 1,Goose Creek Elem School,200 Foster Creek Rd Goose Creek  SC 29445,,
8,BERKELEY,77,Foster Creek 2,Goose Creek Elem School,200 Foster Creek Rd Goose Creek  SC 29445,,
8,BERKELEY,78,Foster Creek 3,Hanahan Fire Station #3,1101 Williams Ln Hanahan  SC 29410,,
8,BERKELEY,67,Foxbank,Foxbank Elem School,169 Foxbank Plantation Blvd Moncks Corner  SC 29461,,
8,BERKELEY,20,Hanahan 1,Hanahan Fire Station #2,1200 S Basilica Ave Hanahan  SC 29410,,
8,BERKELEY,21,Hanahan 2,Hanahan Elem School,4000 Mabeline Dr Hanahan  SC 29410,,
8,BERKELEY,22,Hanahan 3,Hanahan High School,6015 Murray Dr Hanahan  SC 24410,,
8,BERKELEY,23,Hanahan 4,Hanahan Middle School,5815 Murray Dr Hanahan  SC 29410,,
8,BERKELEY,68,Hanahan 5,Hanahan High School,6015 Murray Dr Hanahan  SC 24410,,
8,BERKELEY,79,Harbour Lake,Goose Creek High School,1137 Red Bank Rd Goose Creek  SC 29445,,
8,BERKELEY,24,Hilton Cross Roads,Sandridge Fire Dept,4697 State Rd Ridgeville  SC 29472,,
8,BERKELEY,94,Horseshoe,Whitesville Elem School,324 Gaillard Rd Moncks Corner  SC 29461,,
8,BERKELEY,55,Howe Hall 1,Howe Hall AIMS School,115 Howe Hall Rd Goose Creek  SC 29445,,
8,BERKELEY,56,Howe Hall 2,Howe Hall AIMS School,115 Howe Hall Rd Goose Creek  SC 29445,,
8,BERKELEY,26,Huger,Huger Fire Department,1004 United Dr Huger  SC 29450,,
8,BERKELEY,27,Jamestown,Jamestown Steel Shed,116 Steelshed Ln Jamestown  SC 29453,,
8,BERKELEY,28,Lebanon,Lebanon Mens' Club,1188 Lebanon Rd Ridgeville  SC 29472,,
8,BERKELEY,57,Liberty Hall,New Life Christian Fellowship,358 Liberty Hall Rd Goose Creek  SC 29445,,
8,BERKELEY,95,Live Oak,Whitesville Rural Fire,368 Gants Rd Moncks Corner  SC 29461,,
8,BERKELEY,29,Macedonia,Macedonia Middle School,200 Macedonia Foxes Cir Moncks Corner  SC 29461,,
8,BERKELEY,96,Macedonia 2,Macedonia Middle School,200 Macedonia Foxes Cir Moncks Corner  SC 29461,,
8,BERKELEY,30,McBeth,Santee Circle Fire Dept,1399 N Highway 52 Moncks Corner  SC 29461,,
8,BERKELEY,58,Medway,Mevers School of Excellence,7750 Henry E Brown Jr Blvd Goose Creek  SC 29445,,
8,BERKELEY,31,Moncks Corner 1,Berkeley High School,406 W Main St Moncks Corner  SC 29461,,
8,BERKELEY,32,Moncks Corner 2,Berkeley High School,406 W Main St Moncks Corner  SC 29461,,
8,BERKELEY,33,Moncks Corner 3,Berkeley Middle School,320 N Live Oak Dr Moncks Corner  SC 29461,,
8,BERKELEY,34,Moncks Corner 4,Moncks Corner Elementary School,777 Stony Landing Rd Moncks Corner  SC 29461,,
8,BERKELEY,69,Moultrie,Cross Elem School,1325 Ranger Dr Cross  SC 29436,,
8,BERKELEY,97,Nexton,Nexton Elementary School,200 Scholar Way Summerville  SC 29486,,
8,BERKELEY,86,North Creek,Cane Bay High School,1624 State Rd Summerville  SC 29486,,
8,BERKELEY,70,Old 52,Moncks Corner Elementary School,777 Stony Landing Rd Moncks Corner  SC 29461,,
8,BERKELEY,35,Pimlico,Pimlico Community Center,1603 Pimlico Blvd Moncks Corner  SC 29461,,
8,BERKELEY,98,Pine Grove,Mevers School of Excellence,7750 Henry E Brown Jr Blvd Goose Creek  SC 29445,,
8,BERKELEY,36,Pinopolis,Berkeley Elem School,715 Highway 6 Moncks Corner  SC 29461,,
8,BERKELEY,99,Pomflant,New Life Christian Fellowship,358 Liberty Hall Rd Goose Creek  SC 29445,,
8,BERKELEY,71,Royle,Sangaree Elem School,1430 Royle Rd Summerville  SC 29486,,
8,BERKELEY,37,Russellville,J K Gourdin Elem School,2205 Highway 35 St Stephen  SC 29479,,
8,BERKELEY,38,Sangaree 1,Sangaree Intermediate,201 School House Ln Summerville  SC 29486,,
8,BERKELEY,39,Sangaree 2,Sangaree Intermediate,201 School House Ln Summerville  SC 29486,,
8,BERKELEY,40,Sangaree 3,Sangaree Elem School,1430 Royle Rd Summerville  SC 29486,,
8,BERKELEY,81,Sedgefield 1,Sedgefield Middle School,131 Charles B Gibson Blvd Goose Creek  SC 29445,,
8,BERKELEY,82,Sedgefield 2,Sedgefield Middle School,131 Charles B Gibson Blvd Goose Creek  SC 29445,,
8,BERKELEY,100,Sedgefield 3,Sedgefield Middle School,131 Charles B Gibson Blvd Goose Creek  SC 29445,,
8,BERKELEY,72,Seventy Eight,Sangaree Middle School,1050 Discovery Dr Ladson  SC 29456,,
8,BERKELEY,41,Shulerville,Shulerville Fire Dept,1037 Fortview Rd Jamestown  SC 29453,,
8,BERKELEY,80,St. James,Goose Creek High School,1137 Red Bank Rd Goose Creek  SC 29445,,
8,BERKELEY,42,St. Stephen 1,St Stephen Middle School,225 Carolina Dr Saint Stephen  SC 29479,,
8,BERKELEY,43,St. Stephen 2,American Legion Hut,180 Ravenell Dr Saint Stephen  SC 29479,,
8,BERKELEY,73,Stone Lake,Stratford High School,951 Crowfield Blvd Goose Creek  SC  SC 29445,,
8,BERKELEY,44,Stratford 1,College Park Elem School,100 Davidson Dr Ladson  SC 29456,,
8,BERKELEY,45,Stratford 2,Stratford High School,951 Crowfield Blvd Goose Creek  SC  SC 29445,,
8,BERKELEY,46,Stratford 3,College Park Middle,713 College Park Rd Ladson  SC 29456,,
8,BERKELEY,47,Stratford 4,College Park Middle,713 College Park Rd Ladson  SC 29456,,
8,BERKELEY,74,Stratford 5,College Park Elem School,100 Davidson Dr Ladson  SC 29456,,
8,BERKELEY,63,The Village,Philip Simmons Elem. School,2095 Seven Sticks Dr Wando  SC 29492,,
8,BERKELEY,83,Tramway,Nexton Elementary School,200 Scholar Way Summerville  SC 29486,,
8,BERKELEY,48,Wassamassaw 1,Cane Bay High School,1624 State Rd Summerville  SC 29486,,
8,BERKELEY,49,Wassamassaw 2,New Hope Community Center,1243 Jedburg Rd Summerville  SC 29486,,
8,BERKELEY,84,Weatherstone,Summerville Fire Station 4,164 Sheep Island Rd Summerville  SC 29483,,
8,BERKELEY,50,Westview 1,Crowfield Baptist Church,100 Hunters Ln Goose Creek  SC 29445,,
8,BERKELEY,51,Westview 2,Westview Middle School,101 Westview Dr Goose Creek  SC 29445,,
8,BERKELEY,52,Westview 3,Westview Middle School,101 Westview Dr Goose Creek  SC 29445,,
8,BERKELEY,75,Westview 4,Crowfield Baptist Church,100 Hunters Ln Goose Creek  SC 29445,,
8,BERKELEY,59,Whitesville 1,Whitesville Elem School,324 Gaillard Rd Moncks Corner  SC 29461,,
8,BERKELEY,60,Whitesville 2,Whitesville Elem School,324 Gaillard Rd Moncks Corner  SC 29461,,
8,BERKELEY,101,Wildcat Trail,Cane Bay Elem School,1247 Cane Bay Blvd Summerville  SC 29486,,
8,BERKELEY,102,Yeamans Club,Hanahan High School,6015 Murray Dr Hanahan  SC 24410,,
8,BERKELEY,64,Yellow House,Philip Simmons Elem. School,2095 Seven Sticks Dr Wando  SC 29492,,
9,CALHOUN,999,Barrier Free,Voter Registration Office,102 Courthouse Dr Ste 115 Saint Matthews  SC 29135,,
9,CALHOUN,1,Bethel,Belleville Vol Fire Dept,1059 Old Belleville Rd St Matthews  SC 29135,,
9,CALHOUN,2,Cameron,Cameron Community Club,5392 Cameron Rd Cameron  SC 29030,,
9,CALHOUN,3,Center Hill,St Peter Ame Church,954 Bull Swamp Rd St Matthews  SC 29135,,
9,CALHOUN,4,Creston,Creston EMS Station,2145 Old Number Six Hwy Cameron  SC 29030,,
9,CALHOUN,5,Dixie,John Ford Middle School,304 Agnes St St Matthews  SC 29135,,
9,CALHOUN,6,Fall Branch,W.o.w. Hall,94 Flame Tree Rd St Matthews  SC 29135,,
9,CALHOUN,7,Fort Motte,St. Matthews Episcopal Church,1164 Fort Motte Rd Fort Motte  SC 29135,,
9,CALHOUN,8,Lone Star,Lone Star Fire Station,650 Weeks Landing Rd Lone Star  SC 29030,,
9,CALHOUN,9,Midway,Midway Vol. Fire Dept.,1337 Midway Rd Midway  SC 29030,,
9,CALHOUN,10,Murph Mill,Wesley Chapel United Methodist Church,1300 Murph Mill Rd Saint Matthews  SC 29135,,
9,CALHOUN,11,Sandy Run,Sandy Run Public School,450 Old Swamp Rd Swansea  SC 29160,,
9,CALHOUN,12,St. Matthews,Calhoun County Museum,313 Butler St St Matthews  SC 29135,,
10,CHARLESTON,4,Awendaw,Awendaw Town Hall,6971 Doar Road Awendaw  SC 29429,,
10,CHARLESTON,999,Barrier Free,Board Of Elections,4367 Headquarters Rd N Charleston  SC 29405,,
10,CHARLESTON,201,Charleston 1,Hazel Parker Playground,70 East Bay Street Charleston  SC 29401,,
10,CHARLESTON,210,Charleston 10,Charleston Water System,103 St Philip St Charleston  SC 29403,,
10,CHARLESTON,211,Charleston 11,Charleston Water System,103 St Philip St Charleston  SC 29403,,
10,CHARLESTON,212,Charleston 12,Burke High School Gym,244 President Street Charleston  SC 29403,,
10,CHARLESTON,213,Charleston 13,Burke High School Gym,244 President Street Charleston  SC 29403,,
10,CHARLESTON,214,Charleston 14,James Simons Montessori,741 King St Charleston  SC 29403,,
10,CHARLESTON,215,Charleston 15,Sanders Clyde Elem School,805 Morrison Drive Charleston  SC 29403,,
10,CHARLESTON,216,Charleston 16,James Simons Montessori,741 King St Charleston  SC 29403,,
10,CHARLESTON,217,Charleston 17,Charleston Charter School,1002 King Street Charleston  SC 29403,,
10,CHARLESTON,218,Charleston 18,Charleston Charter School,1002 King Street Charleston  SC 29403,,
10,CHARLESTON,219,Charleston 19,Joseph Floyd Manor,2106 Mt Pleasant Street Charleston  SC 29403,,
10,CHARLESTON,202,Charleston 2,Hazel Parker Playground,70 East Bay Street Charleston  SC 29401,,
10,CHARLESTON,220,Charleston 20,Joseph Floyd Manor,2106 Mt Pleasant Street Charleston  SC 29403,,
10,CHARLESTON,221,Charleston 21,Freddy Whaley Comm Ctr,1810 Dosher Avenue Charleston  SC 29405,,
10,CHARLESTON,203,Charleston 3,Mason Preparatory School,56 Halsey Blvd Charleston  SC 29401,,
10,CHARLESTON,204,Charleston 4,Moultrie Playground,41 Ashley Ave Charleston  SC 29401,,
10,CHARLESTON,205,Charleston 5,Mason Preparatory School,56 Halsey Blvd Charleston  SC 29401,,
10,CHARLESTON,206,Charleston 6,Memminger Elementary School,20 Beaufain St Charleston  SC 29401,,
10,CHARLESTON,207,Charleston 7,Charleston Main Library,68 Calhoun St Charleston  SC 29401,,
10,CHARLESTON,208,Charleston 8,Sanders Clyde Elem School,805 Morrison Drive Charleston  SC 29403,,
10,CHARLESTON,209,Charleston 9,Charleston Progressive Elementary,382 Meeting St Charleston  SC 29403,,
10,CHARLESTON,8,Christ Church,Awendaw Town Hall,6971 Doar Road Awendaw  SC 29429,,
10,CHARLESTON,102,Deer Park 1A,Otranto Library,2261 Otranto Rd North Charleston  SC 29406,,
10,CHARLESTON,103,Deer Park 1B,Ladson Elementary School,3321 Ladson Road Ladson  SC 29456,,
10,CHARLESTON,104,Deer Park 2A,A C Corcoran Elem School,8585 Vistavia Road N Charleston  SC 29406,,
10,CHARLESTON,105,Deer Park 2B,Otranto Library,2261 Otranto Rd North Charleston  SC 29406,,
10,CHARLESTON,106,Deer Park 2C,A C Corcoran Elem School,8585 Vistavia Road N Charleston  SC 29406,,
10,CHARLESTON,107,Deer Park 3,Pinehurst Elem School,7753 Northside Dr North Charleston  SC 29420,,
10,CHARLESTON,173,Edisto Island,Jane Edwards Elem School,1960 Jane Edwards Road Edisto Island  SC 29438,,
10,CHARLESTON,184,Folly Beach 1,Folly Beach Bapt Church,77 Center Street Folly Beach  SC 29439,,
10,CHARLESTON,185,Folly Beach 2,Folly Beach Bapt Church,77 Center Street Folly Beach  SC 29439,,
10,CHARLESTON,10,Isle Of Palms 1A,Isle Of Palms City Hall,1207 Palm Boulevard Isle Of Palms  SC 29451,,
10,CHARLESTON,11,Isle Of Palms 1B,Isle Of Palms Recreation,24 28th Ave Isle of Palms  SC 29451,,
10,CHARLESTON,12,Isle Of Palms 1C,Isle Of Palms Recreation,24 28th Ave Isle of Palms  SC 29451,,
10,CHARLESTON,410,James Island 10,James Island Charter High,1000 Fort Johnson Road Charleston  SC 29412,,
10,CHARLESTON,411,James Island 11,Stiles Point Elem School,883 Mikell Drive Charleston  SC 29412,,
10,CHARLESTON,412,James Island 12,Stiles Point Elem School,883 Mikell Drive Charleston  SC 29412,,
10,CHARLESTON,413,James Island 13,Stiles Point Elem School,883 Mikell Drive Charleston  SC 29412,,
10,CHARLESTON,414,James Island 14,James Island Rec Complex,1088 Quail Drive Charleston  SC 29412,,
10,CHARLESTON,415,James Island 15,Fort Johnson Baptist Church,1473 Camp Rd Charleston  SC 29412,,
10,CHARLESTON,417,James Island 17,Harborview Elem School,1576 Harborview Rd Charleston  SC 29412,,
10,CHARLESTON,419,James Island 19,Harborview Elem School,1576 Harborview Rd Charleston  SC 29412,,
10,CHARLESTON,400,James Island 1A,James Island Elem School,1872 Grimball Road Charleston  SC 29412,,
10,CHARLESTON,401,James Island 1B,James Island Elem School,1872 Grimball Road Charleston  SC 29412,,
10,CHARLESTON,420,James Island 20,Murray Lasaine Elem Sch,691 Riverland Dr Charleston  SC 29412,,
10,CHARLESTON,422,James Island 22,Murray Lasaine Elem Sch,691 Riverland Dr Charleston  SC 29412,,
10,CHARLESTON,402,James Island 3,Thomas Johnson Field House,1443 Secessionville Rd Charleston  SC 29412,,
10,CHARLESTON,403,James Island 5A,James Island Charter High,1000 Fort Johnson Road Charleston  SC 29412,,
10,CHARLESTON,404,James Island 5B,James Island Charter High,1000 Fort Johnson Road Charleston  SC 29412,,
10,CHARLESTON,405,James Island 6,James Island Charter High,1000 Fort Johnson Road Charleston  SC 29412,,
10,CHARLESTON,406,James Island 7,James Island Charter High,1000 Fort Johnson Road Charleston  SC 29412,,
10,CHARLESTON,407,James Island 8A,Fort Johnson Baptist Church,1473 Camp Rd Charleston  SC 29412,,
10,CHARLESTON,408,James Island 8B,Fort Johnson Baptist Church,1473 Camp Rd Charleston  SC 29412,,
10,CHARLESTON,409,James Island 9,Fort Johnson Baptist Church,1473 Camp Rd Charleston  SC 29412,,
10,CHARLESTON,440,Johns Island 1A,St. Johns Fire,1148 Main Rd Johns Island  SC 29455,,
10,CHARLESTON,441,Johns Island 1B,Berkeley Electric,1135 Main Rd Johns Island  SC 29455,,
10,CHARLESTON,442,Johns Island 2,St Johns High School,1518 Main Road Johns Island  SC 29455,,
10,CHARLESTON,443,Johns Island 3A,Johns Island Library,3531 Maybank Hwy Johns Island  SC 29455,,
10,CHARLESTON,444,Johns Island 3B,Mt Zion Elementary School,3464 River Road Johns Island  SC 29455,,
10,CHARLESTON,445,Johns Island 4,Haut Gap Middle School,1861 Bohicket Road Johns Island  SC 29455,,
