Textbox97,CountyCode,CountyName,PrecinctCode,PrecinctName,PollingLocationName,PollingLocationAddress,Coordinates,Status
County: 24 - GREENWOOD,24,GREENWOOD,38,Maxwellton Pike,Greenwood City FD # 3,"225 Jenkins Springs Rd
Greenwood SC 29646","34.173559,-82.187167",
County: 24 - GREENWOOD,24,GREENWOOD,39,New Castle,New Northside Middle Sch,"431 Deadfall Rd W
Greenwood SC 29649","34.242785,-82.191213",
County: 24 - GREENWOOD,24,GREENWOOD,40,Rutherford Shoals,Ware Shoal Comm Library,"54 Greenwood Ave S
Ware Shoals SC 29692","34.393465,-82.239316",
County: 24 - GREENWOOD,24,GREENWOOD,41,Liberty,Mt Lebanon United Methodist Church,"772 Old Ninety Six Hwy
Greenwood SC 29646","34.165481,-82.094151",
County: 24 - GREENWOOD,24,GREENWOOD,42,Biltmore Pines,Lakeview Elementary School,"642 Center St
Greenwood SC 29649","34.212339,-82.193243",
County: 24 - GREENWOOD,24,GREENWOOD,43,Marshall Oaks,Mathews Elementary School,"725 Marshall Rd
Greenwood SC 29646","34.182222,-82.137726",
County: 24 - GREENWOOD,24,GREENWOOD,44,Sparrows Grace,Greenwood Christian School,"2026 Woodlawn Rd
Greenwood SC 29649","34.199348,-82.212773",
County: 24 - GREENWOOD,24,GREENWOOD,45,Mountain Laurel,John Lamb Community Center,"310 Foundry Rd
Greenwood SC 29646","34.168451,-82.138436",
County: 24 - GREENWOOD,24,GREENWOOD,46,Allie's Crossing,School 52 District Office,"605 Johnston Rd
Ninety Six SC 29666","34.164027,-82.018531",
County: 24 - GREENWOOD,24,GREENWOOD,47,Gideon's Way,Brewer Middle School,"1000 Emerald Rd
Greenwood SC 29646","34.21357,-82.110724",
County: 24 - GREENWOOD,24,GREENWOOD,48,Parson's Mill,Ashley House,"526 Haltiwanger Rd
Greenwood SC 29649","34.233375,-82.160743",
County: 24 - GREENWOOD,24,GREENWOOD,49,Angel Oak's Crossing,Westview Middle School,"1410 W Alexander Rd
Greenwood SC 29646","34.150664,-82.183037",
County: 24 - GREENWOOD,24,GREENWOOD,50,Graham's Glen,The Burton Center,"2605 Highway 72 221 E
Greenwood SC 29649","34.189822,-82.23572",
County: 24 - GREENWOOD,24,GREENWOOD,999,Barrier Free,Voter Registration Office,"600 Monument St Ste 113
Greenwood SC 29646","34.187286,-82.161543",
County: 25 - HAMPTON,25,HAMPTON,1,Brunson,Brunson Fire Dept,"240 N Manker St
Brunson SC 29911","32.927705,-81.183537",
County: 25 - HAMPTON,25,HAMPTON,2,Hampton No. 1,Hampton Fire Dept,"600 2nd St W
Hampton SC 29924","32.866139,-81.111504",
County: 25 - HAMPTON,25,HAMPTON,3,Hampton No. 2,Hampton Fire Dept,"600 2nd St W
Hampton SC 29924","32.866139,-81.111504",
County: 25 - HAMPTON,25,HAMPTON,4,Varnville,Varnville Fire Station,"54 Palm St
Varnville SC 29944","32.850527,-81.079259",
County: 25 - HAMPTON,25,HAMPTON,5,Early Branch,Cummings Fire Dept,"6836 Yemassee Hwy
Varnville SC 29944","32.786672,-80.989933",
County: 25 - HAMPTON,25,HAMPTON,6,Garnett,Housey's Towing,"103 Augusta Stagecoach Rd
Garnett SC 29922","32.606264,-81.24358",
County: 25 - HAMPTON,25,HAMPTON,7,Estill,Estill Fire Dept,"824 2nd St E
Estill SC 29918","32.752405,-81.237195",
County: 25 - HAMPTON,25,HAMPTON,9,Bonnett,Nixville Fire Dept,"5207 Browning Gate Rd
Estill SC 29918","32.742454,-81.151273",
County: 25 - HAMPTON,25,HAMPTON,10,Furman,Furman Town Hall,"46 McKenzie Trl
Furman SC 29921","32.692319,-81.174424",
County: 25 - HAMPTON,25,HAMPTON,11,Scotia,Scotia Town Hall,"153 Annette St
Scotia SC 29939","32.682643,-81.242215",
County: 25 - HAMPTON,25,HAMPTON,13,Yemassee,Yemassee Town Hall,"101 Town Cir
Yemassee SC 29945","32.695418,-80.851115",
County: 25 - HAMPTON,25,HAMPTON,14,Horse Gall,David Smith's Shop,"5540 Grays Hwy
Varnville SC 29944","32.752504,-81.047782",
County: 25 - HAMPTON,25,HAMPTON,15,Rivers Mill,Crocketville Comm Center,"3980 Bamberg Hwy
Hampton SC 29924","32.897529,-81.102609",
County: 25 - HAMPTON,25,HAMPTON,16,Hopewell,Hopewell Community Center,"1401 Goettee Trl
Hampton SC 29924","32.882332,-81.132412",
County: 25 - HAMPTON,25,HAMPTON,17,Crocketville-Miley,Crocketville Comm Center,"3980 Bamberg Hwy
Hampton SC 29924","32.897529,-81.102609",
County: 25 - HAMPTON,25,HAMPTON,18,Cummings,Cummings Fire Dept,"6836 Yemassee Hwy
Varnville SC 29944","32.786672,-80.989933",
County: 25 - HAMPTON,25,HAMPTON,19,Black Creek,Hampton County Library,"12 Locust St E
Hampton SC 29924","32.864409,-81.110871",
County: 25 - HAMPTON,25,HAMPTON,21,Gifford,Gifford Community Center,"150 Sumpter St
Gifford SC 29923","32.863151,-81.240601",
County: 25 - HAMPTON,25,HAMPTON,999,Barrier Free,Voter Registration & Elections Office,"201 Jackson Ave W
Hampton SC 29924","32.867177,-81.110487",
County: 26 - HORRY,26,HORRY,101,Adrian,Academy Of Tech/academics,"5639 Hwy 701 N
Conway SC 29526","33.948967,-79.027856",
County: 26 - HORRY,26,HORRY,102,Allsbrook,Cane Branch Bapt Church,"760 Cane Branch Rd
Loris SC 29569","34.003233,-78.941742",
County: 26 - HORRY,26,HORRY,103,Atlantic Beach,Ab Community Center,"1010 32Nd Ave S
North Myrtle Beach SC 29582","33.805768,-78.720929",
County: 26 - HORRY,26,HORRY,104,Aynor,Aynor Town Hall,"600 S Main St
Aynor SC 29511","33.998476,-79.204679",
County: 26 - HORRY,26,HORRY,105,Bayboro-Gurley,Bethany Baptist Church,"3160 Highway 45
Loris SC 29569","34.034653,-78.986324",
County: 26 - HORRY,26,HORRY,106,Brooksville #1,Ralph Ellis County Bldg,"107 Hwy 57 N
Litte River SC 29566","33.885804,-78.6853",
County: 26 - HORRY,26,HORRY,107,Brownway,Pee Dee Elem School,"6555 Hwy 134
Conway SC 29527","33.814992,-79.149228",
County: 26 - HORRY,26,HORRY,108,Burgess #1,St James Elem School,"9711 St James Rd
Myrtle Beach SC 29588","33.625218,-79.035615",
County: 26 - HORRY,26,HORRY,109,Burgess #2,Burgess Community Center,"10299 Hwy 707
Murrells Inlet SC 29576","33.529642,-79.04822",
County: 26 - HORRY,26,HORRY,110,Carolina Forest #1,Carolina Forest Elem Sch,"285 Carolina Forest Blvd
Myrtle Beach SC 29579","33.762467,-78.954768",
County: 26 - HORRY,26,HORRY,111,Carolina Forest #2,Carolina Forest High Sch,"700 Gardner Lacy Rd
Myrtle Beach SC 29579","33.779049,-78.970179",
County: 26 - HORRY,26,HORRY,112,Cedar Grove,Cedar Grove Baptist Ch,"5025 Hwy 378
Conway SC 29527","33.835337,-79.17712",
County: 26 - HORRY,26,HORRY,113,Cherry Grove #1,Chapel By The Sea Baptist Church,"1051 Sea Mountain Hwy
North Myrtle Beach SC 29582","33.84042,-78.64615",
County: 26 - HORRY,26,HORRY,114,Cherry Grove #2,Lr Neck Rd Fire Station,"5345 Little River Neck Rd
N Myrtle Beach SC 29582","33.854068,-78.6134",
County: 26 - HORRY,26,HORRY,115,Coastal Carolina,Seacoast Church-Conway,"1500 Highway 501 Bus
Conway SC 29526","33.806432,-79.014617",
County: 26 - HORRY,26,HORRY,116,Coastal Lane #1,21St Ave County Complex,"1201 21St Ave N
Myrtle Beach SC 29577","33.708438,-78.88076",
County: 26 - HORRY,26,HORRY,117,Coastal Lane #2,Mary C Canty Recreation Center,"971 Canal St
Myrtle Beach SC 29577","33.702151,-78.893422",
County: 26 - HORRY,26,HORRY,118,Cool Springs,Cool Springs Meth Church,"Hwy 319
Aynor SC 29511","33.980382,-79.146301",
County: 26 - HORRY,26,HORRY,119,Crescent,Nmb Community Center,"1030 Possum Trot Rd
N Myrtle Beach SC 29582","33.818161,-78.699387",
County: 26 - HORRY,26,HORRY,120,Daisy,Daisy Elementary School,"2801 Red Bluff Rd
Loris SC 29569","33.982021,-78.856139",
County: 26 - HORRY,26,HORRY,121,Deerfield,Surfside Presbyterian Church,"8732 Highway 17 Byp S
Myrtle Beach SC 29588","33.639096,-78.991169",
County: 26 - HORRY,26,HORRY,122,Dogbluff,Aynor Elementary School,"516 Jordanville Rd
Aynor SC 29511","33.984007,-79.208841",
County: 26 - HORRY,26,HORRY,123,Dogwood,Chesterfield Baptist Church,"8591 Highway 90
Longs SC 29568","33.855321,-78.762236",
County: 26 - HORRY,26,HORRY,124,Dunes #1,Mb Fire Station #5,"804 79Th Ave N
Myrtle Beach SC 29572","33.754557,-78.822021",
County: 26 - HORRY,26,HORRY,125,Dunes #2,Lk Arrowhead Fire Station,"10228 Kings Rd
Myrtle Beach SC 29572","33.781466,-78.770522",
County: 26 - HORRY,26,HORRY,126,Dunes #3,Risen Christ Luth Church,"10595 N Hwy 17
Myrtle Beach SC 29572","33.77156,-78.784745",
County: 26 - HORRY,26,HORRY,127,East Conway,Conway Library,"801 Main St
Conway SC 29526","33.841771,-79.051318",
County: 26 - HORRY,26,HORRY,128,East Loris,Loris Elementary School,"901 E Hwy 9 Bus
Loris SC 29569","33.977392,-78.918109",
County: 26 - HORRY,26,HORRY,129,Ebenezer,The Christian Church,"1294 Hwy 9 W
Longs SC 29568","33.90647,-78.706075",
County: 26 - HORRY,26,HORRY,130,Emerald Forest #1,Grand Strand Bapt Church,"350 Hospitality Ln
Myrtle Beach SC 29579","33.748548,-78.955955",
County: 26 - HORRY,26,HORRY,131,Emerald Forest #2,St Mary Missionary Bapt,"300 Ronald McNair Blvd
Myrtle Beach SC 29579","33.736327,-78.937888",
County: 26 - HORRY,26,HORRY,132,Emerald Forest #3,Ocean Bay Middle School,"905 International Dr
Myrtle Beach SC 29579","33.766381,-78.865901",
County: 26 - HORRY,26,HORRY,133,Enterprise,Socastee Library,"141 707 Connector Rd
Myrtle Beach SC 29575","33.675057,-79.003045",
County: 26 - HORRY,26,HORRY,135,Forestbrook,Forestbrook Bapt. Church Gym,"2051 Forestbrook Rd
Myrtle Beach SC 29588","33.710838,-78.975971",
County: 26 - HORRY,26,HORRY,136,Four Mile,Bethany Bible Chapel,"1668 Four Mile Rd
Conway SC 29526","33.891745,-79.060844",
County: 26 - HORRY,26,HORRY,137,Galivants Ferry,Pee Dee Farms Store,"134 W Hwy 501
Galivants Ferry SC 29544","34.054164,-79.24214",
County: 26 - HORRY,26,HORRY,138,Garden City #1,Garden City Baptist Church,"501 Pine Ave
Garden City SC 29576","33.586208,-79.005271",
County: 26 - HORRY,26,HORRY,139,Garden City #2,Garden City Fire Station,"280 Azalea Rd
Garden City SC 29576","33.5768,-78.999787",
County: 26 - HORRY,26,HORRY,140,Garden City #3,Seaside Elementary School,"1605 Woodland Dr
Garden City SC 29576","33.599384,-79.002203",
County: 26 - HORRY,26,HORRY,141,Garden City #4,Magnolia Grove Clubhouse,"3203 Moonshadow Ln
Garden City SC 29576","33.591558,-79.024774",
County: 26 - HORRY,26,HORRY,142,Glenns Bay,South Strand Recreation Center,"9650 Scipio Ln
Myrtle Beach SC 29588","33.634905,-79.008454",
County: 26 - HORRY,26,HORRY,143,Green Sea,Green Sea Baptist Church,"1241 Green Sea Rd
Green Sea SC 29545","34.128969,-78.975744",
County: 26 - HORRY,26,HORRY,145,Hickory Grove,Kingston Baptist Church,"3260 Hwy 19
Conway SC 29526","33.889115,-78.969297",
County: 26 - HORRY,26,HORRY,146,Hickory Hill,Pleasant Meadow Bapt Ch,"937 S Green Sea Rd
Loris SC 29569","34.075632,-78.984464",
County: 26 - HORRY,26,HORRY,147,Homewood,Homewood Elementary Sch,"2711 N Hwy 701
Conway SC 29526","33.872911,-79.051146",
County: 26 - HORRY,26,HORRY,148,Horry,Salem Baptist Church,"4008 Salem Rd
Aynor SC 29511","33.953858,-79.128524",
County: 26 - HORRY,26,HORRY,149,Inland,Bucksport Library/ems,"7657 S Hwy 701
Conway SC 29527","33.701811,-79.106824",
County: 26 - HORRY,26,HORRY,150,Jackson Bluff,Sweetwater Branch Church,"1436 Hwy 544
Conway SC 29526","33.778291,-79.02183",
County: 26 - HORRY,26,HORRY,151,Jamestown,South Conway Elem School,"3001 4Th Ave
Conway SC 29527","33.820708,-79.076354",
County: 26 - HORRY,26,HORRY,152,Jernigans X Roads,Dogwood Hill Baptist Church,"1040 Mount Zion Rd
Loris SC 29569","34.114516,-78.902741",
County: 26 - HORRY,26,HORRY,153,Jet Port #1,Mb Fire Station #3,"2108 S Kings Hwy
Myrtle Beach SC 29577","33.702549,-78.871139",
County: 26 - HORRY,26,HORRY,154,Jet Port #2,Gen Robert H Reed Rec Center,"800 Gabreski Ln
Myrtle Beach SC 29577","33.661277,-78.94086",
County: 26 - HORRY,26,HORRY,155,Jordanville,Highpoint Baptist Church,"6925 Juniper Bay Rd
Conway SC 29527","33.887764,-79.21687",
County: 26 - HORRY,26,HORRY,156,Joyner Swamp,Berea Baptist Church,"4287 Joyner Swamp Rd
Aynor SC 29544","34.029577,-79.098661",
County: 26 - HORRY,26,HORRY,157,Juniper Bay,Juniper Bay Bapt Church,"5265 Juniper Bay Rd
Conway SC 29527","33.872443,-79.170286",
County: 26 - HORRY,26,HORRY,158,Lake Park #1,Socastee High School,"4900 Socastee Blvd
Myrtle Beach SC 29588","33.684726,-78.997581",
County: 26 - HORRY,26,HORRY,159,Leon,Old Longs School / Head Start,"131 Freemont Rd
Longs SC 29568","33.925651,-78.751595",
County: 26 - HORRY,26,HORRY,160,Little River #1,Lr United Meth Church,"1629 Hwy 17
Little River SC 29566","33.87708,-78.613608",
County: 26 - HORRY,26,HORRY,161,Little River #2,St Paul Ame Church,"1175 Hwy 17
Little River SC 29566","33.870861,-78.627621",
County: 26 - HORRY,26,HORRY,162,Little River #3,Little River Fire Sta.#2,"4731 Baker St
Little River SC 29566","33.870331,-78.626397",
County: 26 - HORRY,26,HORRY,163,Live Oak,Live Oak Baptist Church,"1080 Live Oak Church Rd
Loris SC 29569","34.055887,-78.941452",
County: 26 - HORRY,26,HORRY,164,Maple,Maple Baptist Church,"4500 Highway 65
Conway SC 29526","33.913645,-79.013331",
County: 26 - HORRY,26,HORRY,165,Marlowe #1,St James High School,"10800 Hwy 707
Murrells Inlet SC 29576","33.614976,-79.048311",
County: 26 - HORRY,26,HORRY,166,Methodist-Mill Swamp,Midland Elementary School,"3011 Nichols Hwy
Galivants Ferry SC 29544","34.020583,-79.155616",
County: 26 - HORRY,26,HORRY,168,Mt Olive,Green Sea Senior Center,"5331 Hwy 9
Green Sea SC 29581","34.14704,-79.022437",
County: 26 - HORRY,26,HORRY,169,Mt Vernon,Mt Vernon Community Center,"4280 Red Bluff Rd
Loris SC 29569","33.956043,-78.843703",
County: 26 - HORRY,26,HORRY,170,Myrtle Trace,Myrtle Trace Clubhouse,"101 Myrtle Trace Dr
Conway SC 29526","33.868775,-78.948287",
County: 26 - HORRY,26,HORRY,171,Myrtlewood #1,Myrtle Beach Middle School,"3101 N Oak St
Myrtle Beach SC 29577","33.713105,-78.865369",
County: 26 - HORRY,26,HORRY,172,Myrtlewood #2,Myrtle Beach Fire Sta #6,"970 38Th Ave North
Myrtle Beach SC 29577","33.723008,-78.864471",
County: 26 - HORRY,26,HORRY,173,Myrtlewood #3,Mb Church Of Christ,"4500 Wild Iris Dr
Myrtle Beach SC 29577","33.72926,-78.869556",
County: 26 - HORRY,26,HORRY,174,Nixon X Roads #1,Nmb High School,"3760 Sea Mountain Hwy
Little River SC 29566","33.865773,-78.667726",
County: 26 - HORRY,26,HORRY,175,Nixon X Roads #2,Nmb Middle School,"11240 Hwy 90
Little River SC 29566","33.851857,-78.680261",
County: 26 - HORRY,26,HORRY,176,North Conway #1,City of Conway Safety Complex,"1600 9th Ave
Conway SC 29526","33.839242,-79.05885",
County: 26 - HORRY,26,HORRY,177,North Conway #2,Conway Elementary School,"1101 Snowhill Dr
Conway SC 29526","33.84967,-79.047206",
County: 26 - HORRY,26,HORRY,179,Ocean Drive # 1,Ocean Drive Fire Station,"1015 2nd Ave S
N Myrtle Beach SC 29582","33.827636,-78.68522",
County: 26 - HORRY,26,HORRY,180,Ocean Drive #2,St Stephens Epis Church,"801 11Th Ave N
N Myrtle Beach SC 29582","33.830549,-78.664889",
County: 26 - HORRY,26,HORRY,181,Ocean Forest #1,Ocean View Bapt Church Student Center,"7202 N Kings Hwy
Myrtle Beach SC 29572","33.744077,-78.821574",
County: 26 - HORRY,26,HORRY,182,Ocean Forest #2,Claire Chapin Epps YmcA,"5000 Claire Chapin Epps Dr
Myrtle Beach SC 29577","33.746181,-78.846454",
County: 26 - HORRY,26,HORRY,183,Ocean Forest #3,First Freewill Bapt Ch,"900-a 67Th Ave N
Myrtle Beach SC 29572","33.745611,-78.834412",
County: 26 - HORRY,26,HORRY,184,Palmetto Bays,Palmetto Bays Elem School,"8900 Hwy 544
Myrtle Beach SC 29579","33.729739,-79.020745",
County: 26 - HORRY,26,HORRY,185,Pawleys Swamp,Pawleys Swamp Bapt Church,"7480 Pawleys Swamp Rd
Conway SC 29527","33.757214,-79.184826",
County: 26 - HORRY,26,HORRY,186,Pleasant View,Pleasant View Bapt Church,"5065 Hwy 19
Nichols SC 29581","34.233775,-79.14865",
County: 26 - HORRY,26,HORRY,187,Poplar Hill,Pleasant Union Bapt Ch,"2940 Minnick Rd
Aynor SC 29511","33.997092,-79.109902",
County: 26 - HORRY,26,HORRY,188,Port Harrelson,Bucksport Community Ctr,"1370 Bucksport Rd
Conway SC 29527","33.679846,-79.110531",
County: 26 - HORRY,26,HORRY,189,Racepath #1,Conway Senior Center,"1519 Millpond Rd
Conway SC 29527","33.843028,-79.0706",
County: 26 - HORRY,26,HORRY,190,Racepath #2,Whittemore Pk Middle Sch,"1808 Rhue St
Conway SC 29527","33.836212,-79.069321",
County: 26 - HORRY,26,HORRY,191,Red Bluff,Pleasant Hill Bapt Church,"6907 Hwy 905
Conway SC 29526","33.905081,-78.852925",
County: 26 - HORRY,26,HORRY,192,Red Hill # 1,Waccamaw Elementary Sch,"251 Claridy Rd
Conway SC 29526","33.813223,-79.024224",
County: 26 - HORRY,26,HORRY,193,Red Hill #2,Centenary United Meth,"1527 Hwy 544
Conway SC 29526","33.776,-79.020509",
County: 26 - HORRY,26,HORRY,194,Salem,Salem Methodist Church,"2376 Hwy 90
Conway SC 29526","33.821608,-78.953092",
County: 26 - HORRY,26,HORRY,195,Sea Oats # 1,1st Baptist Church gymnasium,"500 4th Ave N
Myrtle Beach SC 29577","33.688625,-78.887768",
County: 26 - HORRY,26,HORRY,196,Sea Oats # 2,Midway Missionary Bapt Ch,"1110 Hwy 15
Myrtle Beach SC 29577","33.690274,-78.907624",
County: 26 - HORRY,26,HORRY,197,Sea Winds,Calvary Christian School,"4511 Dick Pond Rd
Myrtle Beach SC 29588","33.668325,-78.998818",
County: 26 - HORRY,26,HORRY,198,Shell,Bethlehem Bapt Church,"5201 Hwy 905
Conway SC 29526","33.90403,-78.905598",
County: 26 - HORRY,26,HORRY,199,Socastee # 1,Socastee High School,"4900 Socastee Blvd
Myrtle Beach SC 29588","33.684726,-78.997581",
County: 26 - HORRY,26,HORRY,200,Socastee # 2,Palmetto Shores Church,"6250 Dick Pond Rd
Myrtle Beach SC 29588","33.689833,-79.005858",
County: 26 - HORRY,26,HORRY,201,Socastee # 3,Forestbrook Elementary,"4000 Panther Way
Myrtle Beach SC 29579","33.717281,-78.989097",
County: 26 - HORRY,26,HORRY,202,Socastee # 4,Beach Ch/ Mb Community Ch,"557 George Bishop Pkwy
Myrtle Beach SC 29579","33.711732,-78.937708",
County: 26 - HORRY,26,HORRY,203,Spring Branch,Spring Branch Bapt Church,"8872 Spring Branch Rd
Nichols SC 29581","34.258835,-79.035458",
County: 26 - HORRY,26,HORRY,204,Surfside # 1,Dick Johnson Civic Center,"115 N Hwy 17
Surfside SC 29575","33.617995,-78.961778",
County: 26 - HORRY,26,HORRY,205,Surfside #2,Surfside Methodist Church,"800 13Th Ave N
Surfside SC 29575","33.621566,-78.970738",
County: 26 - HORRY,26,HORRY,206,Surfside # 3,Grand Strand Ch Of Christ,"2212 Glenns Bay Rd
Surfside SC 29575","33.618961,-78.998221",
County: 26 - HORRY,26,HORRY,207,Surfside # 4,Lakewood Elementary Sch,"1675 Hwy 396
Surfside SC 29575","33.629225,-78.970339",
County: 26 - HORRY,26,HORRY,208,Sweet Home,Goretown Fire Station,"365 Liberty Church Rd
Loris SC 29569","34.032319,-78.812465",
County: 26 - HORRY,26,HORRY,209,Taylorsville,Mt. Pisgah Baptist Church,"535 Nichols Hwy S
Nichols SC 29581","34.111948,-79.15587",
County: 26 - HORRY,26,HORRY,210,Tilly Swamp,Tilly Swamp Bapt Church,"4619 Hwy 90
Conway SC 29526","33.834325,-78.88459",
County: 26 - HORRY,26,HORRY,211,Toddville,Union Methodist Church,"4491 S Hwy 701
Conway SC 29527","33.778629,-79.073121",
County: 26 - HORRY,26,HORRY,212,Wampee,Riverside Elementary School,"1283 Highway 57 S
Little River SC 29566","33.864301,-78.720516",
County: 26 - HORRY,26,HORRY,213,West Conway,Horry County Justice Ctr,"1301 2Nd Ave
Conway SC 29526","33.831898,-79.049155",
County: 26 - HORRY,26,HORRY,214,West Loris,James P. Stevens County Bldg,"3815 Walnut St
Loris SC 29569","34.057483,-78.890912",
County: 26 - HORRY,26,HORRY,215,White Oak,New Home # 1 Baptist Ch,"1685 Hwy 139
Conway SC 29526","33.952952,-78.927444",
County: 26 - HORRY,26,HORRY,216,Wild Wing,Christ The Ser Lutheran,"2105 E Hwy 501
Conway SC 29526","33.795644,-79.000377",
County: 26 - HORRY,26,HORRY,217,Windy Hill 1,Windy Hill Fire Station,"801 33rd Ave S
N Myrtle Beach SC 29582","33.803816,-78.721328",
County: 26 - HORRY,26,HORRY,218,Windy Hill 2,Nmb Fire Station # 5,"4740 Barefoot Resort Blvd
N Myrtle Beach SC 29582","33.806656,-78.745918",
County: 26 - HORRY,26,HORRY,219,Burgess #3,St James Middle School,"9775 St James Rd
Myrtle Beach SC 29588","33.62188,-79.035012",
County: 26 - HORRY,26,HORRY,220,Marlowe #2,Timberlake Baptist Church,"9850 Hwy 707
Myrtle Beach SC 29588","33.627114,-79.036658",
County: 26 - HORRY,26,HORRY,221,Burgess #4,Burgess Elementary School,"9645 Scipio Ln
Myrtle Beach SC 29588","33.641145,-79.018978",
County: 26 - HORRY,26,HORRY,222,Marlowe #3,St James High School,"10800 Hwy 707
Murrells Inlet SC 29576","33.614976,-79.048311",
County: 26 - HORRY,26,HORRY,223,Brooksville #2,Grace Christian Fellowship Church,"1247 Highway 57 N
Little River SC 29566","33.907315,-78.656849",
County: 26 - HORRY,26,HORRY,224,Carolina Bays,Carolina Forest Community Church,"1381 Carolina Forest Blvd
Myrtle Beach SC 29579","33.760807,-78.921907",
County: 26 - HORRY,26,HORRY,225,Nixons X Roads #3,HC North Strand Recreation Center,"120 Highway 57 S
Little River SC 29566","33.885953,-78.691116",
County: 26 - HORRY,26,HORRY,226,River Oaks,Ocean Bay Elementary School,"950 International Dr
Myrtle Beach SC 29579","33.768153,-78.865751",
County: 26 - HORRY,26,HORRY,227,Lake Park #2,Socastee Elementary School,"4223 Socastee Blvd
Myrtle Beach SC 29588","33.685998,-78.979429",
County: 26 - HORRY,26,HORRY,228,Lake Park #3,Socastee Middle School,"151 Esso Rd
Myrtle Beach SC 29588","33.671137,-79.02427",
County: 26 - HORRY,26,HORRY,999,Barrier Free,Barrier Free,"1515 4th Ave
Conway SC 29526","33.832137,-79.055194",
County: 27 - JASPER,27,JASPER,101,Coosawhatchie,Coosawhatchie Comm Ctr.,"200 Step School Rd
Ridgeland SC 29936","32.587656,-80.949017",
County: 27 - JASPER,27,JASPER,102,Gillisonville,Old Gillisonville School,"88 Langfordville Rd
Ridgeland SC 29936","32.609164,-81.00048",
County: 27 - JASPER,27,JASPER,103,Grahamville 1,Anglican Church Parrish,"2718 Bees Creek Rd
Ridgeland SC 29936","32.470209,-80.964783",
County: 27 - JASPER,27,JASPER,104,Grahamville 2,Mt Carmel Baptist Center,"3776 Bees Creek Road Hwy # 13
Ridgeland Sc SC 29936","32.483037,-80.954957",
County: 27 - JASPER,27,JASPER,105,Grays,Grays Fire Station,"15307 Grays Hwy
Early Branch SC 29916","32.673961,-81.022036",
County: 27 - JASPER,27,JASPER,106,Hardeeville 1,St. Stephen Social Hall,"710 Main St
Hardeeville SC 29927","32.277229,-81.068779",
County: 27 - JASPER,27,JASPER,107,Hardeeville 2,Fisher Chapel U.M. Church,"445 Church Road Hwy # 46
Hardeeville SC 29927","32.289472,-81.084353",
County: 27 - JASPER,27,JASPER,108,Levy,Levy-Limehouse Comm.Ctr.,"470 Mitchells Ct
Hardeeville SC 29927","32.203389,-81.038051",
County: 27 - JASPER,27,JASPER,109,Okatie,St. Luke Baptist Church,"3048 Snake Rd
Ridgeland SC 29936","32.363702,-80.869028",
County: 27 - JASPER,27,JASPER,110,Pineland,Robertville Comm. Center,"9731 Cotton Hill Rd
Pineland SC 29934","32.582014,-81.195696",
County: 27 - JASPER,27,JASPER,111,Ridgeland 1,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd
Ridgeland SC 29936","32.478405,-80.996822",
County: 27 - JASPER,27,JASPER,112,Ridgeland 2,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd
Ridgeland SC 29936","32.478405,-80.996822",
County: 27 - JASPER,27,JASPER,113,Tillman,Tillman Fire Station,"30 Daniel O'Morris Blvd
Tillman SC 29943","32.467787,-81.108369",
County: 27 - JASPER,27,JASPER,114,Ridgeland 3,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd
Ridgeland SC 29936","32.478405,-80.996822",
County: 27 - JASPER,27,JASPER,115,Sun City,SCHH Lakehouse,"1251 Sgt William Jasper Blvd
Bluffton SC 29909","32.301709,-80.950009",
County: 27 - JASPER,27,JASPER,999,Barrier Free,Absentee Precinct,"1506 Grays Hwy
Ridgeland SC 29936","32.495782,-80.985104",
County: 28 - KERSHAW,28,KERSHAW,101,Airport,A T E C,"874 Vocational Ln
Camden SC 29020","34.291246,-80.560792",
County: 28 - KERSHAW,28,KERSHAW,102,Antioch,Antioch Fire Station,"1617 Bishopville Hwy
Camden SC 29020","34.2366,-80.478624",
County: 28 - KERSHAW,28,KERSHAW,103,Bethune,Bethune Community Center,"109 College St E
Bethune SC 29009","34.41285,-80.346514",
County: 28 - KERSHAW,28,KERSHAW,105,Buffalo,Mt Pisgah School,"5160 Mt Pisgah Rd
Kershaw SC 29067","34.556116,-80.446956",
County: 28 - KERSHAW,28,KERSHAW,107,Camden #1,Camden City Arena,"517 Bull St
Camden SC 29020","34.236672,-80.605827",
County: 28 - KERSHAW,28,KERSHAW,108,Camden #2,Kershaw County CLC,"1109 Campbell St
Camden SC 29020","34.24617,-80.611299",
County: 28 - KERSHAW,28,KERSHAW,109,Hobkirk's Hill,Camden Elementary School,"416 Laurens St
Camden SC 29020","34.251889,-80.605685",
County: 28 - KERSHAW,28,KERSHAW,111,Camden #5,Steeplechase Museum,"200 Knights Hill Rd
Camden SC 29020","34.27497,-80.624573",
County: 28 - KERSHAW,28,KERSHAW,112,Camden #5A,Sanders Creek Baptist Ch,"520 Nelson Rd
Camden SC 29020","34.282436,-80.60911",
County: 28 - KERSHAW,28,KERSHAW,113,Camden #6,Kendall Clubhouse,"2001 Lakeshore Dr
Camden SC 29020","34.258669,-80.589349",
County: 28 - KERSHAW,28,KERSHAW,115,Cassatt,Midway Elementary School,"1892 Highway 1 N
Cassatt SC 29032","34.350345,-80.49377",
